CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
554,Germany,Female,43,2,120847.11,1,1,0,7611.61,1
770,Germany,Male,37,5,141547.26,0,0,1,180326.83,0
647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0
699,Germany,Female,31,10,125837.86,0,1,0,189392.66,0
495,Germany,Female,34,9,117160.32,1,1,1,116069.24,1
664,Germany,Male,36,6,71142.77,0,1,0,122433.09,0
697,Germany,Male,31,3,108805.42,0,0,1,123825.83,0
704,Germany,Female,39,1,124640.51,1,1,0,116511.12,1
778,Germany,Male,31,9,182275.23,0,1,0,190631.23,0
639,Germany,Female,41,5,98635.77,1,1,0,199970.74,0
506,Germany,Male,28,8,53102.854400000004,1,0,1,24577.34,0
555,Germany,Female,62,10,114822.64,1,0,1,8444.5,0
652,Germany,Female,37,9,145219.3,1,1,0,159132.83,0
722,Germany,Female,32,5,106807.64,1,1,1,76998.69,0
796,Germany,Female,40,1,99745.95,1,1,0,177524.19,0
720,Germany,Female,37,8,156282.79,1,1,0,45985.52,0
588,Germany,Female,34,10,129417.82,1,1,0,153727.32,0
850,Germany,Male,40,6,94607.08,1,1,0,36690.49,0
664,Germany,Male,25,6,172812.72,0,1,1,108008.65,0
558,Germany,Female,36,0,126606.63,0,1,1,172363.52,0
792,Germany,Female,29,4,107601.79,1,1,0,18922.18,1
489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1
695,Germany,Male,27,6,125552.96,1,1,0,105291.26,0
789,Germany,Female,37,6,110689.07,1,1,1,71121.04,1
493,Germany,Female,35,8,178317.6,1,0,0,197428.64,0
827,Germany,Female,47,8,143001.5,0,1,0,108977.5,0
680,Germany,Female,48,8,115115.38,1,1,0,139558.6,1
638,Germany,Female,39,0,122501.28,0,1,1,95007.8,0
688,Germany,Female,46,0,74458.25,1,0,1,6866.31,0
542,Germany,Male,33,8,142871.27,0,0,0,77737.86,0
754,Germany,Male,35,6,98585.94,0,0,1,106116.84,0
497,Germany,Male,35,7,110053.62,0,1,1,92887.06,0
751,Germany,Female,37,0,151218.98,1,1,1,109309.29,0
525,Germany,Male,33,4,131023.76,0,0,0,55072.93,0
666,Germany,Female,44,2,122314.5,1,0,0,68574.88,1
646,Germany,Female,52,6,111739.4,0,0,1,68367.18,0
679,Germany,Male,35,1,110245.13,1,1,1,178291.09,0
745,Germany,Male,48,10,96048.55,1,1,0,74510.65,0
739,Germany,Male,40,5,149131.03,0,1,1,60036.99,1
762,Germany,Female,34,8,98592.88,1,0,1,191790.29,1
709,Germany,Male,22,0,112949.71,1,0,0,155231.55,0
817,Germany,Female,46,0,89087.89,1,0,1,87941.85,1
665,Germany,Female,27,2,147435.96,1,0,0,187508.06,0
646,Germany,Male,39,0,154439.86,1,1,0,171519.06,0
473,Germany,Male,40,8,152576.25,0,1,0,73073.68,0
715,Germany,Male,42,2,88120.97,0,1,1,21333.22,0
772,Germany,Female,51,9,143930.92,1,0,1,46675.51,1
749,Germany,Female,29,7,137059.05,0,1,0,102975.72,1
554,Germany,Female,51,7,105701.91,1,0,1,179797.79,1
689,Germany,Male,64,9,157094.78,1,1,1,99490.01,0
796,Germany,Male,40,2,113228.38,0,1,1,46415.09,0
498,Germany,Male,37,8,108432.88,0,1,1,14865.05,0
498,Germany,Female,44,2,120702.67,0,1,1,98175.74,0
738,Germany,Female,29,9,139106.19,1,1,0,141872.05,1
587,Germany,Female,39,6,101851.8,0,1,0,7103.71,0
655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1
647,Germany,Male,37,3,116509.99,1,1,1,149517.71,1
776,Germany,Female,37,1,93124.04,0,1,1,196079.32,0
688,Germany,Male,35,5,111578.18,1,0,0,166165.93,1
590,Germany,Female,40,2,117641.43,0,0,0,92198.05,0
653,Germany,Female,37,3,125734.2,0,1,0,134625.09,1
477,Germany,Male,34,8,139959.55,0,1,1,189875.83,0
528,Germany,Male,22,5,93547.23,0,0,1,961.57,0
595,Germany,Male,46,5,142360.62,0,1,0,48421.4,1
596,Germany,Female,27,2,151027.56,1,1,0,170320.58,0
453,Germany,Female,44,2,138843.7,1,1,0,37688.31,1
752,Germany,Female,45,3,105426.5,0,0,1,89773.45,0
710,Germany,Female,41,9,149155.53,0,1,0,42131.26,1
638,Germany,Male,27,4,135096.05,1,1,1,186523.72,1
660,Germany,Male,28,2,170890.05,0,1,0,41758.9,0
727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1
615,Germany,Female,44,9,126104.98,0,0,1,110718.02,0
850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1
701,Germany,Male,41,0,150844.94,1,0,1,127623.36,0
682,Germany,Female,29,6,101012.77,1,0,0,32589.89,1
553,Germany,Male,46,3,82291.1,1,1,0,112549.99,1
794,Germany,Male,57,3,117056.46,1,1,0,93336.93,1
497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0
609,Germany,Male,38,6,140752.06,0,0,1,171430.16,0
718,Germany,Female,39,7,93148.74,0,1,1,190746.38,0
628,Germany,Male,50,4,122227.71,1,0,1,14217.77,1
629,Germany,Male,40,2,121647.54,0,1,1,64849.74,1
739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1
560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0
654,Germany,Male,43,9,84673.17,0,0,1,82081.35,0
687,Germany,Male,33,9,135962.4,0,1,0,121747.96,0
708,Germany,Male,32,3,151691.44,0,1,1,172810.51,0
679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0
620,Germany,Male,40,5,108197.11,0,1,0,49722.34,0
813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0
565,Germany,Male,31,2,89558.39,0,1,1,4441.54,0
526,Germany,Female,32,6,131938.92,0,1,1,1795.93,0
642,Germany,Female,56,6,103244.86,0,1,0,143049.72,1
710,Germany,Male,34,8,147833.3,0,0,1,1561.58,0
670,Germany,Female,33,9,84521.48,0,0,1,198017.05,0
723,Germany,Female,28,5,91938.31,1,1,0,143481.85,0
549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0
673,Germany,Female,25,3,108244.82,0,1,1,103573.96,0
508,Germany,Female,41,5,82161.7,0,1,0,187776.49,0
662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1
698,Germany,Male,55,8,155059.1,0,1,1,144584.29,0
603,Germany,Male,46,4,98899.76,0,1,1,86190.34,0
553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1
686,Germany,Male,43,2,134896.03,1,1,1,97847.05,0
634,Germany,Male,43,3,185160.94680000003,1,1,0,115268.86,0
714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0
646,Germany,Female,36,6,144773.29,0,1,0,53217.3,0
622,Germany,Female,52,9,111973.97,1,1,1,162756.29,1
728,Germany,Male,45,3,108924.33,0,1,0,84300.4,1
483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1
736,Germany,Female,25,9,81732.88,0,1,0,136497.28,0
716,Germany,Male,64,5,121411.9,1,0,0,10070.4,1
554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0
597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0
657,Germany,Female,38,5,123770.46,1,0,0,47019.66,1
663,Germany,Male,49,7,116150.65,0,1,1,84358.71,1
649,Germany,Male,40,4,95001.33,1,0,1,123202.99,0
566,Germany,Male,22,7,144954.75,0,1,0,102246.0,0
837,Germany,Male,37,6,94001.61,0,1,0,140723.05,0
644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1
496,Germany,Female,59,7,91680.1,0,1,0,163141.18,1
730,Germany,Male,38,0,53102.854400000004,0,0,0,94003.11,0
545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1
634,Germany,Female,29,8,130036.21,0,0,1,69849.55,0
694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0
720,Germany,Female,57,1,162082.31,0,0,0,27145.73,1
641,Germany,Female,51,2,117306.69,0,1,1,26912.72,1
715,Germany,Female,32,3,104857.19,0,1,0,114149.8,0
772,Germany,Female,48,6,108736.52,1,1,0,184564.67,1
680,Germany,Male,44,0,129974.79,0,1,1,33391.38,0
762,Germany,Male,56,10,100260.88,0,1,1,77142.42,1
662,Germany,Male,39,5,139822.11,0,1,1,146219.9,0
463,Germany,Female,41,8,123151.51,0,1,0,70127.93,0
501,Germany,Male,27,4,95331.83,0,1,0,132104.76,0
632,Germany,Male,48,6,126066.26,1,1,0,64345.61,1
803,Germany,Male,41,9,137742.9,0,1,1,166957.82,0
616,Germany,Male,41,10,113220.2,0,1,1,114072.91,0
626,Germany,Male,39,10,132287.92,0,1,1,51467.92,1
565,Germany,Female,32,4,90322.99,0,0,1,118740.37,0
808,Germany,Female,37,2,100431.84,1,1,0,35140.49,1
778,Germany,Female,29,6,150358.97,1,1,0,62454.01,1
759,Germany,Male,31,4,98899.91,1,1,1,47832.82,0
755,Germany,Male,40,2,137430.82,0,0,0,176768.59,0
599,Germany,Male,39,2,185160.94680000003,0,0,1,176142.09,0
635,Germany,Female,37,9,146748.07,1,0,1,11407.58,0
709,Germany,Female,39,9,124723.92,1,1,0,73641.86,0
702,Germany,Male,28,1,103033.83,1,1,1,40321.87,0
624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1
666,Germany,Female,21,1,121827.43,0,1,1,99818.31,0
639,Germany,Female,37,5,151242.48,1,0,1,49637.65,0
789,Germany,Male,51,3,104677.09,1,1,0,74265.38,0
775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0
564,Germany,Male,40,7,108407.34,1,1,1,83681.2,0
841,Germany,Female,33,7,154969.79,0,1,1,99505.75,0
749,Germany,Male,64,6,182532.23,0,1,1,195429.92,0
757,Germany,Male,31,8,149085.9,0,1,1,197077.36,0
695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1
605,Germany,Female,43,8,125338.8,0,1,0,23970.13,0
627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0
673,Germany,Female,64,3,78833.15,0,1,1,37196.15,0
754,Germany,Female,39,8,129401.87,1,1,1,87684.93,0
607,Germany,Male,36,10,106702.94,0,0,0,198313.69,0
550,Germany,Male,52,5,121016.23,1,1,1,41730.37,1
598,Germany,Male,59,8,118210.42,0,0,0,60192.14,1
644,Germany,Male,47,9,137774.11,0,1,0,151902.78,0
572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0
626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1
668,Germany,Female,46,7,161806.09,1,1,1,173052.19,0
587,Germany,Male,35,5,121863.61,1,1,1,23481.69,1
589,Germany,Female,19,9,83495.11,1,1,1,143022.31,1
543,Germany,Female,25,1,146566.01,1,0,1,161407.48,0
701,Germany,Male,23,5,185160.94680000003,0,1,1,76611.33,0
726,Germany,Female,51,8,107494.86,0,1,0,140937.91,1
526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1
540,Germany,Male,64,1,91869.69,1,0,1,95421.0,0
453,Germany,Male,33,7,153663.27,1,1,0,111868.23,0
590,Germany,Female,27,8,123599.49,0,1,0,1676.92,0
782,Germany,Male,35,7,98556.89,0,1,0,117644.36,0
667,Germany,Female,56,8,137464.04,1,1,0,130846.79,1
502,Germany,Female,42,0,132002.7,1,0,1,28204.98,1
670,Germany,Female,32,4,102954.68,0,0,1,134942.45,0
775,Germany,Male,51,2,123783.25,1,1,1,134901.57,0
759,Germany,Male,30,4,101802.67,1,0,0,8693.8,0
766,Germany,Female,62,7,142724.48,1,0,1,5893.23,1
732,Germany,Female,42,2,118889.66,0,0,0,87422.15,0
714,Germany,Male,53,1,99141.86,1,1,1,72496.05,1
577,Germany,Female,31,4,61211.18,1,1,1,145250.43,0
579,Germany,Female,42,3,137560.38,0,1,1,85424.34,0
476,Germany,Female,34,8,111905.43,1,0,1,197221.81,1
700,Germany,Female,28,3,99705.69,0,0,0,146723.72,0
544,Germany,Male,44,2,108895.93,1,0,0,69228.2,1
632,Germany,Male,30,1,58668.02,1,1,1,78670.52,0
673,Germany,Female,64,10,76510.52,0,0,1,59595.66,0
701,Germany,Male,36,7,95448.32,0,1,0,189085.07,0
678,Germany,Female,30,1,139676.95,0,0,1,16146.0,0
507,Germany,Male,31,2,134237.07,1,1,1,166423.66,1
724,Germany,Male,34,6,118235.7,0,0,0,157137.23,0
580,Germany,Male,38,9,115442.19,0,1,0,128481.5,1
647,Germany,Female,35,3,166518.63,0,1,0,147930.46,0
549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1
720,Germany,Male,46,3,97042.6,1,1,1,133516.51,1
615,Germany,Male,24,8,108528.07,0,0,0,179488.41,1
635,Germany,Female,44,2,79064.85,0,0,1,113291.75,0
545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0
781,Germany,Female,48,9,82794.18,1,1,0,124720.68,1
523,Germany,Male,27,8,61688.61,0,1,0,147059.16,0
648,Germany,Male,33,5,138664.24,1,1,0,29076.27,0
688,Germany,Male,41,2,112871.19,0,0,1,65520.74,0
850,Germany,Male,41,8,60880.68,1,1,0,31825.84,0
453,Germany,Male,59,7,127197.14,1,1,0,51565.98,1
783,Germany,Female,42,2,139707.28,1,1,0,2150.22,0
775,Germany,Female,38,6,179886.41,0,0,0,153122.58,0
479,Germany,Male,24,6,107637.97,0,0,1,169505.83,0
721,Germany,Male,64,4,136525.99,1,0,0,175399.14,0
659,Germany,Male,39,8,53102.854400000004,0,1,1,107964.36,0
766,Germany,Female,34,6,106434.94,1,0,1,137995.66,1
710,Germany,Female,46,10,120530.34,1,1,0,166586.99,1
602,Germany,Female,43,2,113641.49,0,1,0,115116.35,1
637,Germany,Female,27,7,135842.89,1,1,1,101418.05,0
756,Germany,Male,41,6,149049.92,1,0,1,50422.36,1
503,Germany,Male,42,9,153279.39,1,1,1,151336.96,0
615,Germany,Male,39,5,113193.51,0,1,1,52166.25,0
712,Germany,Male,27,8,113174.21,0,1,0,147261.58,0
587,Germany,Female,32,3,125445.04,0,1,1,130514.78,0
714,Germany,Female,35,6,126077.43,0,1,1,53954.24,0
648,Germany,Female,28,8,90371.09,1,1,1,146851.73,0
601,Germany,Female,47,1,142802.02,1,1,1,57553.02,0
616,Germany,Female,42,6,117899.95,0,0,0,150266.81,0
698,Germany,Female,64,1,169362.43,1,1,0,84760.32,1
672,Germany,Male,64,0,126061.51,0,1,1,184936.77,0
683,Germany,Female,32,0,138171.1,0,1,1,188203.58,0
666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1
565,Germany,Female,40,1,89994.71,0,0,1,121084.27,0
809,Germany,Male,33,8,148055.74,1,0,0,199203.21,0
713,Germany,Male,47,1,95994.98,1,1,0,197529.23,0
672,Germany,Female,23,10,110741.56,1,1,0,80778.5,0
850,Germany,Female,64,1,96947.58,0,1,0,62282.99,1
633,Germany,Male,30,2,109786.82,0,1,1,139712.81,0
516,Germany,Female,53,1,156674.2,1,1,0,118502.34,1
660,Germany,Female,23,6,166070.48,0,0,0,90494.72,0
646,Germany,Female,29,4,105957.44,1,1,0,15470.91,0
679,Germany,Male,52,9,135870.01,0,0,0,54038.62,0
539,Germany,Female,38,8,105435.74,1,0,0,80575.44,1
751,Germany,Male,34,9,108513.25,0,1,1,27097.82,0
696,Germany,Male,31,3,150604.52,1,0,0,5566.6,0
850,Germany,Male,61,3,141784.02,1,1,1,92053.75,0
536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0
771,Germany,Male,32,9,77487.2,1,0,0,33143.04,0
572,Germany,Female,35,1,139979.07,1,1,0,185662.84,0
611,Germany,Female,43,9,127216.31,0,0,1,17913.25,0
497,Germany,Female,32,8,111537.23,0,1,1,9497.99,1
652,Germany,Male,46,10,121063.8,0,1,0,151481.86,1
660,Germany,Female,52,4,86891.84,1,1,0,90877.76,0
697,Germany,Male,43,7,115371.94,0,1,0,64139.1,0
727,Germany,Male,37,9,101191.83,1,1,1,34551.35,1
586,Germany,Male,32,1,149814.54,1,1,0,31830.06,0
791,Germany,Female,42,10,113657.41,0,0,1,139946.68,1
477,Germany,Female,36,3,117700.86,1,0,0,74042.0,0
850,Germany,Male,37,9,122506.38,1,0,1,199693.84,1
658,Germany,Male,37,3,168735.74,0,0,0,70370.24,0
528,Germany,Female,62,7,133201.17,1,0,0,168507.68,1
562,Germany,Male,31,4,127237.25,0,0,1,143317.42,0
678,Germany,Male,36,1,117864.85,0,1,0,27619.06,0
705,Germany,Female,64,3,153469.26,0,0,0,146573.66,1
650,Germany,Male,23,4,93911.3,0,1,0,69055.45,0
584,Germany,Male,32,8,53102.854400000004,1,1,1,137439.34,0
789,Germany,Female,43,9,116644.29,0,1,1,60176.1,0
598,Germany,Male,20,8,180293.84,0,1,1,29552.7,0
669,Germany,Female,30,7,139872.81,1,1,0,188795.85,0
833,Germany,Male,29,1,96462.25,0,0,1,48986.18,0
580,Germany,Male,39,3,119688.81,1,1,0,137041.26,0
743,Germany,Male,64,2,131935.51,1,1,1,96399.67,1
706,Germany,Female,46,4,105214.58,1,1,0,108699.59,1
642,Germany,Male,30,8,134497.27,1,0,0,43250.54,0
850,Germany,Male,42,8,119839.69,1,0,1,51016.02,1
589,Germany,Male,38,8,92219.21,1,1,0,99106.97,0
555,Germany,Male,48,3,142055.41,0,0,1,79134.78,0
850,Germany,Male,49,8,98649.55,1,1,0,119174.88,1
489,Germany,Male,38,2,126444.08,0,1,1,82662.73,0
659,Germany,Female,30,8,154159.51,1,1,0,40441.1,0
477,Germany,Male,48,8,129250.0,0,1,1,157937.35,0
619,Germany,Female,31,2,56116.3,0,0,0,2181.94,0
516,Germany,Male,50,7,139675.07,0,1,0,45591.23,0
485,Germany,Male,34,3,133658.24,1,1,0,70209.83,0
453,Germany,Male,25,3,136202.78,1,1,0,176743.51,0
805,Germany,Female,26,8,53102.854400000004,0,1,1,28861.69,0
670,Germany,Male,31,1,142631.54,0,1,1,175894.24,0
524,Germany,Female,25,7,131402.21,1,0,0,193668.49,0
578,Germany,Female,31,5,102088.68,0,0,0,187866.21,1
453,Germany,Female,50,2,102278.79,0,1,0,89822.48,0
620,Germany,Male,35,0,76989.97,1,1,1,17242.79,0
850,Germany,Female,39,5,114491.82,1,1,0,99689.48,0
749,Germany,Male,54,3,144768.94,1,1,0,93336.3,1
453,Germany,Male,50,3,117206.3,1,1,0,42840.18,1
637,Germany,Male,41,2,138014.4,0,1,0,140298.24,0
616,Germany,Female,45,6,128352.59,0,1,1,144000.59,1
850,Germany,Male,41,1,176958.46,0,0,1,125806.3,0
703,Germany,Female,38,9,99167.54,1,1,0,65720.92,0
706,Germany,Female,48,10,104478.12,0,0,1,158248.71,1
676,Germany,Male,48,3,80697.44,1,0,0,101397.86,0
497,Germany,Male,24,6,111769.14,0,1,0,55859.27,0
537,Germany,Male,48,4,131834.8,1,1,0,166476.95,1
533,Germany,Female,22,10,115743.6,1,0,0,43852.05,0
585,Germany,Female,40,3,162261.01,0,1,0,137028.51,0
837,Germany,Male,35,0,144037.6,1,1,0,145325.32,0
627,Germany,Male,38,8,106922.92,0,0,1,84270.09,0
566,Germany,Female,35,1,123042.0,1,1,0,66245.44,1
619,Germany,Female,33,3,100488.92,0,0,1,36446.74,0
543,Germany,Male,49,6,59532.18,1,1,0,104253.56,0
633,Germany,Male,50,7,88302.65,1,1,1,195937.16,0
501,Germany,Male,40,5,114655.58,1,0,0,126535.92,0
638,Germany,Female,53,1,123916.67,1,1,0,16657.68,1
506,Germany,Male,59,8,119152.1,0,1,1,170679.74,0
768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1
537,Germany,Female,37,7,158411.95,0,1,1,117690.58,1
570,Germany,Male,29,4,122028.65,0,1,1,173792.77,0
661,Germany,Female,64,8,128751.65,0,1,0,189398.18,1
580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0
646,Germany,Female,35,1,121952.75,0,1,1,142839.82,0
613,Germany,Male,40,1,147856.82,0,0,0,107961.11,1
793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0
651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0
775,Germany,Female,64,6,135120.56,1,1,0,37836.64,0
587,Germany,Female,44,5,125584.17,0,1,1,41852.24,1
670,Germany,Female,36,2,84266.44,0,0,0,38614.69,0
491,Germany,Male,64,6,148745.92,0,1,1,17818.33,0
706,Germany,Male,23,2,93301.97,0,0,1,127187.04,0
490,Germany,Male,33,5,96341.0,0,0,0,108313.34,0
522,Germany,Female,37,3,95022.57,1,1,1,129107.59,0
648,Germany,Female,43,1,107963.38,1,0,0,186438.86,1
655,Germany,Female,36,10,122314.39,1,1,0,9181.66,0
614,Germany,Male,43,8,140733.74,1,1,1,166588.76,0
678,Germany,Male,49,2,116933.11,1,1,0,195053.58,1
711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0
691,Germany,Female,41,8,109153.96,0,1,1,148848.76,1
765,Germany,Male,34,5,86055.17,0,1,1,104220.5,0
707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1
734,Germany,Female,47,10,91522.04,0,1,1,138835.91,0
651,Germany,Male,34,2,90355.12,0,0,0,193597.94,0
792,Germany,Male,36,5,115725.24,0,0,0,1871.25,0
817,Germany,Male,58,3,114327.59,0,1,1,42831.11,0
674,Germany,Female,36,6,100762.64,1,1,0,182156.86,0
627,Germany,Male,30,6,112372.96,1,1,1,118029.09,0
682,Germany,Male,64,6,122029.15,1,1,1,50783.88,0
453,Germany,Female,31,1,108377.75,0,1,1,9904.63,0
505,Germany,Male,43,6,127146.68,1,0,0,137565.87,0
580,Germany,Male,24,1,133811.78,1,1,0,17185.95,1
773,Germany,Male,34,10,126979.75,1,0,0,36823.28,0
628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0
775,Germany,Male,33,3,83501.66,0,1,0,128841.31,0
689,Germany,Male,45,0,130170.82,0,1,0,150856.38,0
621,Germany,Male,40,8,174126.75,0,1,0,172490.78,1
643,Germany,Male,41,2,127841.52,1,1,0,172363.41,0
828,Germany,Female,25,7,144351.86,1,1,0,116613.26,0
540,Germany,Male,35,7,127801.88,1,0,1,84239.46,0
616,Germany,Female,45,4,122793.96,1,1,1,62002.04,0
628,Germany,Male,38,10,113525.84,1,1,0,46044.48,1
554,Germany,Male,26,4,121365.39,1,1,1,8742.36,0
796,Germany,Female,52,9,167194.36,1,1,1,62808.93,1
500,Germany,Male,44,9,160838.13,0,1,0,196261.64,0
834,Germany,Female,64,9,130169.27,0,0,1,93112.2,0
502,Germany,Female,57,3,101465.31,1,1,0,43568.31,1
755,Germany,Female,37,0,113865.23,0,1,1,117396.25,0
575,Germany,Male,49,7,121205.15,0,1,1,168080.53,1
746,Germany,Male,34,6,141806.0,0,1,1,183494.87,0
823,Germany,Female,53,4,124954.94,1,0,1,131259.6,1
491,Germany,Female,64,1,95039.12,1,0,1,116471.14,1
745,Germany,Female,44,0,119638.21,1,1,1,34265.08,1
681,Germany,Male,37,8,73179.34,0,1,1,25292.53,0
562,Germany,Male,33,8,92659.2,0,1,0,1354.25,0
769,Germany,Female,34,7,137239.17,1,1,1,71379.92,1
684,Germany,Female,46,3,102955.14,0,1,0,154137.33,0
631,Germany,Female,29,2,96863.52,0,1,1,31613.35,0
699,Germany,Male,59,3,106819.65,1,0,1,163570.25,0
636,Germany,Female,28,2,115265.14,1,0,0,191627.85,0
767,Germany,Male,23,2,139542.82,1,0,1,28038.28,0
753,Germany,Female,46,3,111512.75,0,1,0,159576.75,1
849,Germany,Male,41,10,84622.13,1,1,1,198072.16,0
587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1
644,Germany,Male,34,9,112746.54,0,0,0,141230.07,0
547,Germany,Male,49,8,121537.71,0,1,0,46521.45,1
688,Germany,Male,45,9,103399.87,1,0,0,129870.93,0
505,Germany,Male,43,5,136855.94,0,1,0,171070.52,0
650,Germany,Female,55,2,140891.46,0,1,1,179834.45,1
550,Germany,Male,29,9,145294.08,0,1,0,147484.13,0
595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1
783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1
671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1
533,Germany,Female,49,1,102286.6,0,1,0,69409.37,1
741,Germany,Male,38,4,128015.83,1,1,0,58440.43,0
588,Germany,Female,42,2,164307.77,1,1,0,48498.19,0
691,Germany,Male,38,9,163965.69,0,0,1,103511.26,0
717,Germany,Female,64,10,98362.35,0,1,1,21630.21,0
784,Germany,Male,38,1,138515.02,1,1,1,171768.76,0
850,Germany,Male,32,2,128647.98,0,0,0,54416.18,0
729,Germany,Female,42,4,97495.8,0,0,0,2002.5,0
651,Germany,Male,31,7,138008.06,0,1,0,129912.74,0
850,Germany,Male,22,7,91560.58,0,0,0,10541.38,0
760,Germany,Male,34,6,121303.77,0,1,1,59325.21,0
764,Germany,Female,39,9,138341.51,1,1,0,50072.94,1
512,Germany,Male,42,9,93955.83,0,1,0,14828.54,0
597,Germany,Female,22,6,101528.61,1,1,0,70529.0,1
753,Germany,Male,30,1,110824.52,1,1,1,57896.27,0
777,Germany,Female,37,10,121532.17,0,1,1,73464.88,0
749,Germany,Male,22,4,94762.16,0,1,1,42241.54,0
742,Germany,Male,55,5,155196.17,1,0,1,121207.66,1
752,Germany,Male,29,4,129514.99,1,1,1,102930.46,0
740,Germany,Female,57,3,113386.36,0,1,1,65121.63,1
571,Germany,Male,37,9,139592.98,0,1,0,104152.65,1
733,Germany,Male,40,5,125725.02,0,1,1,50783.1,0
731,Germany,Female,49,4,88826.07,1,1,1,33759.41,1
766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0
655,Germany,Female,40,0,81954.6,1,1,1,198798.44,1
780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1
462,Germany,Female,24,9,69881.09,0,0,1,64421.02,0
807,Germany,Female,31,1,141069.18,0,1,1,194257.11,0
704,Germany,Female,35,3,154206.07,0,1,1,40261.49,0
809,Germany,Male,41,1,79706.25,0,1,0,165675.01,0
680,Germany,Male,34,6,146422.22,1,1,0,67142.97,1
588,Germany,Male,33,9,150186.22,0,1,1,65611.01,0
721,Germany,Male,40,6,100275.88,1,1,0,138564.48,1
510,Germany,Male,31,0,113688.63,1,1,0,33099.41,1
569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1
656,Germany,Female,23,4,163549.63,1,0,1,21085.12,0
745,Germany,Male,51,3,99183.9,1,1,1,28922.25,0
795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1
509,Germany,Male,32,9,170661.47,1,1,1,21646.2,0
706,Germany,Female,29,6,185160.94680000003,1,1,0,171037.63,0
572,Germany,Male,51,8,97750.07,0,1,1,193014.26,1
622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1
743,Germany,Male,45,10,144677.19,0,1,0,22512.44,1
645,Germany,Male,25,1,157404.02,0,1,0,93073.04,0
654,Germany,Male,31,5,150593.59,0,1,1,105218.45,0
850,Germany,Female,25,8,69385.17,0,1,0,87834.24,0
667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0
637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1
786,Germany,Male,24,2,120135.55,0,1,1,125449.47,0
715,Germany,Female,34,9,102277.52,1,0,0,177852.57,1
496,Germany,Female,55,4,125292.53,1,1,1,31532.96,1
807,Germany,Male,47,1,171937.27,1,1,1,65636.92,0
547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
684,Germany,Male,32,3,102630.13,0,1,1,127433.47,0
558,Germany,Male,41,2,124227.14,1,1,1,111184.67,0
839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1
453,Germany,Male,31,5,133299.67,0,1,1,72950.14,0
684,Germany,Male,42,1,117691.0,1,1,1,23135.65,1
750,Germany,Female,37,1,133199.71,0,1,1,27366.77,0
812,Germany,Male,33,2,127154.14,0,0,1,105383.49,0
